county,time,start_date,end_date,cases,deaths,est_cases,est_deaths,cumulative_deaths,hospitalized,icu
Kern,15,2022-09-16,2022-09-22,386,1,386,1,2430,46,7
Kern,16,2022-09-23,2022-09-29,356,3,356,3,2433,38,8
Kern,17,2022-09-30,2022-10-06,290,3,290,3,2436,27,5
Kern,18,2022-10-07,2022-10-13,245,2,245,2,2438,36,4
Kern,19,2022-10-14,2022-10-20,275,0,275,0,2438,32,2
Kern,20,2022-10-21,2022-10-27,275,3,275,3,2441,30,4
Kern,21,2022-10-28,2022-11-03,426,2,426,2,2443,25,3
Kern,22,2022-11-04,2022-11-10,465,1,465,1,2444,39,5
Kern,23,2022-11-11,2022-11-17,502,3,502,3,2447,43,8
Kern,24,2022-11-18,2022-11-24,471,2,471,2,2449,63,6
Kern,25,2022-11-25,2022-12-01,773,3,773,3,2452,67,8
Kern,26,2022-12-02,2022-12-08,866,2,866,2,2454,62,5
Kern,27,2022-12-09,2022-12-15,998,2,998,2,2456,53,6
Kern,28,2022-12-16,2022-12-22,888,5,888,5,2461,67,13
Kern,29,2022-12-23,2022-12-29,824,9,824,9,2470,57,7
Kern,30,2022-12-30,2023-01-05,703,2,703,2,2472,75,6
Kern,31,2023-01-06,2023-01-12,443,8,443,8,2480,76,4
Kern,32,2023-01-13,2023-01-19,357,6,357,6,2486,56,8
Kern,33,2023-01-20,2023-01-26,316,3,316,3,2489,35,7
Kern,34,2023-01-27,2023-02-02,304,3,304,3,2492,36,2
Kern,35,2023-02-03,2023-02-09,313,2,313,2,2494,33,5
Kern,36,2023-02-10,2023-02-16,404,5,404,5,2499,48,6
Kern,37,2023-02-17,2023-02-23,405,8,405,8,2507,46,6
Kern,38,2023-02-24,2023-03-02,358,2,358,2,2509,41,6
Kern,39,2023-03-03,2023-03-09,295,7,295,7,2516,52,8
Kern,40,2023-03-10,2023-03-16,309,2,309,2,2518,51,10
Kern,41,2023-03-17,2023-03-23,204,4,204,4,2522,29,4
Kern,42,2023-03-24,2023-03-30,168,4,168,4,2526,40,6
Kern,43,2023-03-31,2023-04-06,139,3,139,3,2529,23,3
Kern,44,2023-04-07,2023-04-13,165,1,165,1,2530,26,3
Kern,45,2023-04-14,2023-04-20,98,1,98,1,2531,15,2
Kern,46,2023-04-21,2023-04-27,92,1,92,1,2532,12,2
Kern,47,2023-04-28,2023-05-04,90,1,90,1,2533,12,2
Kern,48,2023-05-05,2023-05-11,119,2,119,2,2535,9,1
Kern,49,2023-05-12,2023-05-18,76,2,76,2,2537,7,0
Kern,50,2023-05-19,2023-05-25,64,1,64,1,2538,6,3
Kern,51,2023-05-26,2023-06-01,97,0,97,0,2538,9,1
Kern,52,2023-06-02,2023-06-08,94,0,94,0,2538,11,1
Kern,53,2023-06-09,2023-06-15,45,1,45,1,2539,7,1
Kern,54,2023-06-16,2023-06-22,76,0,76,0,2539,4,0
Kern,55,2023-06-23,2023-06-29,64,0,64,0,2539,3,1
Kern,56,2023-06-30,2023-07-06,84,1,84,1,2540,4,0
Kern,57,2023-07-07,2023-07-13,126,0,126,0,2540,3,0
Kern,58,2023-07-14,2023-07-20,147,0,147,0,2540,7,0
Kern,59,2023-07-21,2023-07-27,159,1,159,1,2541,5,0
Kern,60,2023-07-28,2023-08-03,203,1,203,1,2542,8,0
Kern,61,2023-08-04,2023-08-10,331,2,332,2,2544,14,3
Kern,62,2023-08-11,2023-08-17,422,7,423,7,2551,19,2
Kern,63,2023-08-18,2023-08-24,517,2,518,2,2553,26,5
Kern,64,2023-08-25,2023-08-31,530,1,531,1,2554,32,1
Kern,65,2023-09-01,2023-09-07,467,2,468,2,2556,26,3
Kern,66,2023-09-08,2023-09-14,334,3,335,3,2559,30,3
Kern,67,2023-09-15,2023-09-21,292,1,293,1,2560,24,4
Kern,68,2023-09-22,2023-09-28,193,1,193,1,2561,16,1
Kern,69,2023-09-29,2023-10-05,169,2,169,2,2563,10,1
Kern,70,2023-10-06,2023-10-12,157,2,157,2,2565,17,2
Kern,71,2023-10-13,2023-10-19,126,1,126,1,2566,5,1
Kern,72,2023-10-20,2023-10-26,110,3,110,3,2569,13,1
Kern,73,2023-10-27,2023-11-02,83,3,83,3,2572,8,1
Kern,74,2023-11-03,2023-11-09,119,2,119,2,2574,8,1
Kern,75,2023-11-10,2023-11-16,210,2,211,2,2576,33,4
Kern,76,2023-11-17,2023-11-23,251,4,252,4,2580,17,4
Kern,77,2023-11-24,2023-11-30,160,4,161,4,2584,17,1
Kern,78,2023-12-01,2023-12-07,149,0,150,0,2584,10,1
Kern,79,2023-12-08,2023-12-14,165,0,166,0,2584,13,2
Kern,80,2023-12-15,2023-12-21,NA,NA,NA,NA,NA,18,3
Kern,81,2023-12-22,2023-12-28,NA,NA,NA,NA,NA,27,2
Kern,82,2023-12-29,2024-01-04,NA,NA,NA,NA,NA,25,3
Kern,83,2024-01-05,2024-01-11,NA,NA,NA,NA,NA,37,6
Kern,84,2024-01-12,2024-01-18,NA,NA,NA,NA,NA,21,4
Kern,85,2024-01-19,2024-01-25,NA,NA,NA,NA,NA,19,5
Kern,86,2024-01-26,2024-02-01,NA,NA,NA,NA,NA,19,6
Kern,87,2024-02-02,2024-02-08,NA,NA,NA,NA,NA,29,3
Kern,88,2024-02-09,2024-02-15,NA,NA,NA,NA,NA,9,3
Kern,89,2024-02-16,2024-02-22,NA,NA,NA,NA,NA,14,1
Kern,90,2024-02-23,2024-02-29,NA,NA,NA,NA,NA,10,2
Kern,91,2024-03-01,2024-03-07,NA,NA,NA,NA,NA,6,3
Kern,92,2024-03-08,2024-03-14,NA,NA,NA,NA,NA,5,2
Kern,93,2024-03-15,2024-03-21,NA,NA,NA,NA,NA,11,4
Kings,1,2022-06-10,2022-06-16,361,1,361,1,452,2,0
Kings,2,2022-06-17,2022-06-23,444,0,444,0,452,12,0
Kings,3,2022-06-24,2022-06-30,509,0,509,0,452,4,0
Kings,4,2022-07-01,2022-07-07,578,1,578,1,453,8,2
Kings,5,2022-07-08,2022-07-14,702,3,702,3,456,10,0
Kings,6,2022-07-15,2022-07-21,632,1,632,1,457,11,0
Kings,7,2022-07-22,2022-07-28,601,1,601,1,458,8,1
Kings,8,2022-07-29,2022-08-04,537,0,537,0,458,11,1
Kings,9,2022-08-05,2022-08-11,402,1,402,1,459,11,2
Kings,10,2022-08-12,2022-08-18,343,1,343,1,460,9,2
Kings,11,2022-08-19,2022-08-25,342,1,342,1,461,6,0
Kings,12,2022-08-26,2022-09-01,319,0,319,0,461,8,1
Kings,13,2022-09-02,2022-09-08,201,0,201,0,461,6,1
Kings,14,2022-09-09,2022-09-15,170,2,170,2,463,5,0
Kings,15,2022-09-16,2022-09-22,115,1,115,1,464,3,0
Kings,16,2022-09-23,2022-09-29,104,0,104,0,464,3,0
Kings,17,2022-09-30,2022-10-06,79,0,79,0,464,2,0
Kings,18,2022-10-07,2022-10-13,70,1,70,1,465,0,0
Kings,19,2022-10-14,2022-10-20,81,1,81,1,466,3,0
Kings,20,2022-10-21,2022-10-27,87,0,87,0,466,7,0
Kings,21,2022-10-28,2022-11-03,134,0,134,0,466,9,2
Kings,22,2022-11-04,2022-11-10,183,2,183,2,468,4,1
Kings,23,2022-11-11,2022-11-17,277,3,277,3,471,8,2
Kings,24,2022-11-18,2022-11-24,211,0,211,0,471,6,1
Kings,25,2022-11-25,2022-12-01,319,0,319,0,471,6,0
Kings,26,2022-12-02,2022-12-08,283,2,283,2,473,4,0
Kings,27,2022-12-09,2022-12-15,231,1,231,1,474,5,0
Kings,28,2022-12-16,2022-12-22,227,3,227,3,477,8,0
Kings,29,2022-12-23,2022-12-29,198,0,198,0,477,3,1
Kings,30,2022-12-30,2023-01-05,168,2,168,2,479,8,0
Kings,31,2023-01-06,2023-01-12,153,0,153,0,479,6,0
Kings,32,2023-01-13,2023-01-19,97,2,97,2,481,2,0
Kings,33,2023-01-20,2023-01-26,129,0,129,0,481,2,0
Kings,34,2023-01-27,2023-02-02,135,0,135,0,481,6,1
Kings,35,2023-02-03,2023-02-09,114,0,114,0,481,5,1
Kings,36,2023-02-10,2023-02-16,79,2,79,2,483,4,0
Kings,37,2023-02-17,2023-02-23,69,2,69,2,485,4,0
Kings,38,2023-02-24,2023-03-02,52,0,52,0,485,5,0
Kings,39,2023-03-03,2023-03-09,75,0,75,0,485,1,1
Kings,40,2023-03-10,2023-03-16,59,1,59,1,486,0,0
Kings,41,2023-03-17,2023-03-23,27,0,27,0,486,1,0
Kings,42,2023-03-24,2023-03-30,38,1,38,1,487,5,0
Kings,43,2023-03-31,2023-04-06,37,0,37,0,487,3,0
Kings,44,2023-04-07,2023-04-13,49,1,49,1,488,1,0
Kings,45,2023-04-14,2023-04-20,31,0,31,0,488,0,0
Kings,46,2023-04-21,2023-04-27,33,0,33,0,488,0,0
Kings,47,2023-04-28,2023-05-04,32,0,32,0,488,2,0
Kings,48,2023-05-05,2023-05-11,38,0,38,0,488,2,0
Kings,49,2023-05-12,2023-05-18,36,0,36,0,488,1,0
Kings,50,2023-05-19,2023-05-25,16,0,16,0,488,0,0
Kings,51,2023-05-26,2023-06-01,15,0,15,0,488,1,0
Kings,52,2023-06-02,2023-06-08,24,0,24,0,488,1,0
Kings,53,2023-06-09,2023-06-15,34,0,34,0,488,0,0
Kings,54,2023-06-16,2023-06-22,20,0,20,0,488,1,0
Kings,55,2023-06-23,2023-06-29,34,0,34,0,488,1,0
Kings,56,2023-06-30,2023-07-06,33,0,33,0,488,6,0
Kings,57,2023-07-07,2023-07-13,41,1,41,1,489,2,0
Kings,58,2023-07-14,2023-07-20,50,0,50,0,489,2,0
Kings,59,2023-07-21,2023-07-27,61,0,61,0,489,1,0
Kings,60,2023-07-28,2023-08-03,56,0,56,0,489,2,1
Kings,61,2023-08-04,2023-08-10,92,0,92,0,489,3,1
Kings,62,2023-08-11,2023-08-17,112,0,112,0,489,6,1
Kings,63,2023-08-18,2023-08-24,114,0,114,0,489,8,0
Kings,64,2023-08-25,2023-08-31,111,0,111,0,489,6,0
Kings,65,2023-09-01,2023-09-07,97,1,97,1,490,4,1
Kings,66,2023-09-08,2023-09-14,78,1,78,1,491,5,0
Kings,67,2023-09-15,2023-09-21,81,0,81,0,491,7,0
Kings,68,2023-09-22,2023-09-28,61,0,61,0,491,6,1
Kings,69,2023-09-29,2023-10-05,78,0,78,0,491,7,0
Kings,70,2023-10-06,2023-10-12,64,0,64,0,491,6,0
Kings,71,2023-10-13,2023-10-19,48,0,48,0,491,2,0
Kings,72,2023-10-20,2023-10-26,31,0,31,0,491,1,0
Kings,73,2023-10-27,2023-11-02,19,0,19,0,491,1,1
Kings,74,2023-11-03,2023-11-09,37,0,37,0,491,5,1
Kings,75,2023-11-10,2023-11-16,41,0,41,0,491,4,2
Kings,76,2023-11-17,2023-11-23,32,0,32,0,491,6,1
Kings,77,2023-11-24,2023-11-30,53,0,53,0,491,5,1
Kings,78,2023-12-01,2023-12-07,60,1,60,1,492,8,1
Kings,79,2023-12-08,2023-12-14,60,0,60,0,492,4,0
Kings,80,2023-12-15,2023-12-21,NA,NA,NA,NA,NA,4,0
Kings,81,2023-12-22,2023-12-28,NA,NA,NA,NA,NA,7,1
Kings,82,2023-12-29,2024-01-04,NA,NA,NA,NA,NA,3,0
Kings,83,2024-01-05,2024-01-11,NA,NA,NA,NA,NA,5,0
Kings,84,2024-01-12,2024-01-18,NA,NA,NA,NA,NA,3,0
Kings,85,2024-01-19,2024-01-25,NA,NA,NA,NA,NA,2,0
Kings,86,2024-01-26,2024-02-01,NA,NA,NA,NA,NA,2,0
Kings,87,2024-02-02,2024-02-08,NA,NA,NA,NA,NA,6,0
Kings,88,2024-02-09,2024-02-15,NA,NA,NA,NA,NA,1,0
Kings,89,2024-02-16,2024-02-22,NA,NA,NA,NA,NA,2,0
Kings,90,2024-02-23,2024-02-29,NA,NA,NA,NA,NA,2,0
Kings,91,2024-03-01,2024-03-07,NA,NA,NA,NA,NA,3,0
Kings,92,2024-03-08,2024-03-14,NA,NA,NA,NA,NA,2,0
Kings,93,2024-03-15,2024-03-21,NA,NA,NA,NA,NA,1,0
Lake,1,2022-06-10,2022-06-16,141,0,141,0,140,4,2
Lake,2,2022-06-17,2022-06-23,111,0,111,0,140,1,0
Lake,3,2022-06-24,2022-06-30,117,2,117,2,142,0,0
Lake,4,2022-07-01,2022-07-07,105,0,105,0,142,0,0
Lake,5,2022-07-08,2022-07-14,127,0,127,0,142,1,1
Lake,6,2022-07-15,2022-07-21,140,0,140,0,142,5,1
Lake,7,2022-07-22,2022-07-28,131,1,131,1,143,4,1
Lake,8,2022-07-29,2022-08-04,120,0,120,0,143,5,1
Lake,9,2022-08-05,2022-08-11,104,0,104,0,143,5,1
Lake,10,2022-08-12,2022-08-18,87,1,87,1,144,4,1
Lake,11,2022-08-19,2022-08-25,115,1,115,1,145,1,0
Lake,12,2022-08-26,2022-09-01,74,3,74,3,148,4,0
Lake,13,2022-09-02,2022-09-08,46,0,46,0,148,5,0
Lake,14,2022-09-09,2022-09-15,52,0,52,0,148,2,0
Lake,15,2022-09-16,2022-09-22,30,1,30,1,149,2,0
Lake,16,2022-09-23,2022-09-29,29,1,29,1,150,1,0
Lake,17,2022-09-30,2022-10-06,27,0,27,0,150,2,0
Lake,18,2022-10-07,2022-10-13,31,0,31,0,150,1,0
Lake,19,2022-10-14,2022-10-20,23,1,23,1,151,0,0
Lake,20,2022-10-21,2022-10-27,18,0,18,0,151,2,2
Lake,21,2022-10-28,2022-11-03,43,0,43,0,151,1,1
Lake,22,2022-11-04,2022-11-10,51,0,51,0,151,3,0
Lake,23,2022-11-11,2022-11-17,61,0,61,0,151,4,0
Lake,24,2022-11-18,2022-11-24,44,1,44,1,152,2,0
Lake,25,2022-11-25,2022-12-01,65,0,65,0,152,2,0
Lake,26,2022-12-02,2022-12-08,56,0,56,0,152,1,0
Lake,27,2022-12-09,2022-12-15,63,0,63,0,152,2,0
Lake,28,2022-12-16,2022-12-22,70,1,70,1,153,3,0
Lake,29,2022-12-23,2022-12-29,49,0,49,0,153,8,2
Lake,30,2022-12-30,2023-01-05,48,2,48,2,155,3,1
Lake,31,2023-01-06,2023-01-12,36,1,36,1,156,4,0
Lake,32,2023-01-13,2023-01-19,25,2,25,2,158,5,2
Lake,33,2023-01-20,2023-01-26,26,1,26,1,159,4,2
Lake,34,2023-01-27,2023-02-02,17,2,17,2,161,5,0
Lake,35,2023-02-03,2023-02-09,27,0,27,0,161,2,0
Lake,36,2023-02-10,2023-02-16,22,1,22,1,162,2,0
Lake,37,2023-02-17,2023-02-23,24,0,24,0,162,2,1
Lake,38,2023-02-24,2023-03-02,17,1,17,1,163,1,0
Lake,39,2023-03-03,2023-03-09,12,0,12,0,163,1,0
Lake,40,2023-03-10,2023-03-16,15,0,15,0,163,1,0
Lake,41,2023-03-17,2023-03-23,15,0,15,0,163,1,0
Lake,42,2023-03-24,2023-03-30,8,1,8,1,164,0,0
Lake,43,2023-03-31,2023-04-06,15,0,15,0,164,0,0
Lake,44,2023-04-07,2023-04-13,20,0,20,0,164,1,1
Lake,45,2023-04-14,2023-04-20,10,0,10,0,164,2,1
Lake,46,2023-04-21,2023-04-27,11,0,11,0,164,2,0
Lake,47,2023-04-28,2023-05-04,10,0,10,0,164,0,0
Lake,48,2023-05-05,2023-05-11,15,0,15,0,164,2,1
Lake,49,2023-05-12,2023-05-18,7,0,7,0,164,1,0
Lake,50,2023-05-19,2023-05-25,7,1,7,1,165,1,0
Lake,51,2023-05-26,2023-06-01,7,0,7,0,165,1,0
Lake,52,2023-06-02,2023-06-08,5,0,5,0,165,0,0
Lake,53,2023-06-09,2023-06-15,8,0,8,0,165,0,0
Lake,54,2023-06-16,2023-06-22,12,0,12,0,165,0,0
Lake,55,2023-06-23,2023-06-29,10,0,10,0,165,1,0
Lake,56,2023-06-30,2023-07-06,14,1,14,1,166,2,1
Lake,57,2023-07-07,2023-07-13,21,2,21,2,168,0,0
Lake,58,2023-07-14,2023-07-20,21,0,21,0,168,0,0
Lake,59,2023-07-21,2023-07-27,29,0,29,0,168,2,1
Lake,60,2023-07-28,2023-08-03,28,0,28,0,168,2,2
Lake,61,2023-08-04,2023-08-10,43,0,43,0,168,0,0
Lake,62,2023-08-11,2023-08-17,51,0,51,0,168,1,0
Lake,63,2023-08-18,2023-08-24,68,0,68,0,168,1,1
Lake,64,2023-08-25,2023-08-31,78,0,78,0,168,3,0
Lake,65,2023-09-01,2023-09-07,43,2,43,2,170,2,0
Lake,66,2023-09-08,2023-09-14,62,0,62,0,170,4,1
Lake,67,2023-09-15,2023-09-21,29,3,29,3,173,0,0
Lake,68,2023-09-22,2023-09-28,17,1,17,1,174,2,1
Lake,69,2023-09-29,2023-10-05,16,0,16,0,174,2,1
Lake,70,2023-10-06,2023-10-12,17,1,17,1,175,4,0
Lake,71,2023-10-13,2023-10-19,23,0,23,0,175,0,0
Lake,72,2023-10-20,2023-10-26,12,0,12,0,175,0,0
Lake,73,2023-10-27,2023-11-02,22,0,22,0,175,0,0
Lake,74,2023-11-03,2023-11-09,24,0,24,0,175,1,0
Lake,75,2023-11-10,2023-11-16,21,0,21,0,175,1,0
Lake,76,2023-11-17,2023-11-23,12,0,12,0,175,1,0
Lake,77,2023-11-24,2023-11-30,21,0,21,0,175,0,0
Lake,78,2023-12-01,2023-12-07,15,1,15,1,176,0,0
Lake,79,2023-12-08,2023-12-14,16,0,16,0,176,0,0
Lake,80,2023-12-15,2023-12-21,NA,NA,NA,NA,NA,1,0
Lake,81,2023-12-22,2023-12-28,NA,NA,NA,NA,NA,2,0
Lake,82,2023-12-29,2024-01-04,NA,NA,NA,NA,NA,3,0
Lake,83,2024-01-05,2024-01-11,NA,NA,NA,NA,NA,5,1
Lake,84,2024-01-12,2024-01-18,NA,NA,NA,NA,NA,3,0
Lake,85,2024-01-19,2024-01-25,NA,NA,NA,NA,NA,1,1
Lake,86,2024-01-26,2024-02-01,NA,NA,NA,NA,NA,1,0
Lake,87,2024-02-02,2024-02-08,NA,NA,NA,NA,NA,0,0
Lake,88,2024-02-09,2024-02-15,NA,NA,NA,NA,NA,2,0
Lake,89,2024-02-16,2024-02-22,NA,NA,NA,NA,NA,0,0
Lake,90,2024-02-23,2024-02-29,NA,NA,NA,NA,NA,0,0
Lake,91,2024-03-01,2024-03-07,NA,NA,NA,NA,NA,1,0
Lake,92,2024-03-08,2024-03-14,NA,NA,NA,NA,NA,0,0
Lake,93,2024-03-15,2024-03-21,NA,NA,NA,NA,NA,2,0
Lassen,1,2022-06-10,2022-06-16,62,0,62,0,62,2,0
Lassen,2,2022-06-17,2022-06-23,48,0,48,0,62,0,0
Lassen,3,2022-06-24,2022-06-30,49,0,49,0,62,2,0
Lassen,4,2022-07-01,2022-07-07,47,1,47,1,63,4,0
Lassen,5,2022-07-08,2022-07-14,66,0,66,0,63,1,0
Lassen,6,2022-07-15,2022-07-21,56,0,56,0,63,0,0
Lassen,7,2022-07-22,2022-07-28,47,0,47,0,63,1,0
Lassen,8,2022-07-29,2022-08-04,114,1,114,1,64,0,0
Lassen,9,2022-08-05,2022-08-11,132,0,132,0,64,1,0
Lassen,10,2022-08-12,2022-08-18,56,0,56,0,64,0,0
Lassen,11,2022-08-19,2022-08-25,23,0,23,0,64,0,0
Lassen,12,2022-08-26,2022-09-01,34,0,34,0,64,0,0
Lassen,13,2022-09-02,2022-09-08,16,0,16,0,64,0,0
Lassen,14,2022-09-09,2022-09-15,9,0,9,0,64,0,0
Lassen,15,2022-09-16,2022-09-22,14,0,14,0,64,0,0
Lassen,16,2022-09-23,2022-09-29,8,0,8,0,64,0,0
Lassen,17,2022-09-30,2022-10-06,7,0,7,0,64,1,0
Lassen,18,2022-10-07,2022-10-13,4,0,4,0,64,0,0
Lassen,19,2022-10-14,2022-10-20,11,0,11,0,64,0,0
Lassen,20,2022-10-21,2022-10-27,20,0,20,0,64,0,0
Lassen,21,2022-10-28,2022-11-03,12,0,12,0,64,0,0
Lassen,22,2022-11-04,2022-11-10,14,0,14,0,64,0,0
Lassen,23,2022-11-11,2022-11-17,51,1,51,1,65,0,0
Lassen,24,2022-11-18,2022-11-24,24,0,24,0,65,1,0
Lassen,25,2022-11-25,2022-12-01,18,0,18,0,65,0,0
Lassen,26,2022-12-02,2022-12-08,16,0,16,0,65,0,0
Lassen,27,2022-12-09,2022-12-15,8,0,8,0,65,0,0
Lassen,28,2022-12-16,2022-12-22,25,0,25,0,65,0,0
Lassen,29,2022-12-23,2022-12-29,16,0,16,0,65,0,0
Lassen,30,2022-12-30,2023-01-05,16,0,16,0,65,0,0
Lassen,31,2023-01-06,2023-01-12,13,0,13,0,65,0,0
Lassen,32,2023-01-13,2023-01-19,6,0,6,0,65,0,0
Lassen,33,2023-01-20,2023-01-26,4,1,4,1,66,0,0
Lassen,34,2023-01-27,2023-02-02,1,0,1,0,66,0,0
Lassen,35,2023-02-03,2023-02-09,8,0,8,0,66,0,0
Lassen,36,2023-02-10,2023-02-16,4,0,4,0,66,0,0
Lassen,37,2023-02-17,2023-02-23,2,0,2,0,66,0,0
Lassen,38,2023-02-24,2023-03-02,2,0,2,0,66,0,0
Lassen,39,2023-03-03,2023-03-09,5,0,5,0,66,0,0
Lassen,40,2023-03-10,2023-03-16,8,0,8,0,66,0,0
Lassen,41,2023-03-17,2023-03-23,5,0,5,0,66,0,0
Lassen,42,2023-03-24,2023-03-30,5,0,5,0,66,0,0
Lassen,43,2023-03-31,2023-04-06,0,0,0,0,66,0,0
Lassen,44,2023-04-07,2023-04-13,2,1,2,1,67,0,0
Lassen,45,2023-04-14,2023-04-20,1,0,1,0,67,0,0
Lassen,46,2023-04-21,2023-04-27,2,0,2,0,67,0,0
Lassen,47,2023-04-28,2023-05-04,7,0,7,0,67,0,0
Lassen,48,2023-05-05,2023-05-11,4,0,4,0,67,0,0
Lassen,49,2023-05-12,2023-05-18,6,0,6,0,67,1,0
Lassen,50,2023-05-19,2023-05-25,5,0,5,0,67,1,0
Lassen,51,2023-05-26,2023-06-01,1,1,1,1,68,0,0
Lassen,52,2023-06-02,2023-06-08,1,0,1,0,68,0,0
Lassen,53,2023-06-09,2023-06-15,1,0,1,0,68,1,0
Lassen,54,2023-06-16,2023-06-22,0,0,0,0,68,0,0
Lassen,55,2023-06-23,2023-06-29,0,0,0,0,68,0,0
Lassen,56,2023-06-30,2023-07-06,2,0,2,0,68,0,0
Lassen,57,2023-07-07,2023-07-13,0,0,0,0,68,1,0
Lassen,58,2023-07-14,2023-07-20,15,0,15,0,68,0,0
Lassen,59,2023-07-21,2023-07-27,2,0,2,0,68,0,0
Lassen,60,2023-07-28,2023-08-03,10,0,10,0,68,0,0
Lassen,61,2023-08-04,2023-08-10,4,0,4,0,68,0,0
Lassen,62,2023-08-11,2023-08-17,5,0,5,0,68,0,0
Lassen,63,2023-08-18,2023-08-24,5,0,5,0,68,0,0
Lassen,64,2023-08-25,2023-08-31,7,0,7,0,68,1,0
Lassen,65,2023-09-01,2023-09-07,5,0,5,0,68,0,0
Lassen,66,2023-09-08,2023-09-14,7,0,7,0,68,1,0
Lassen,67,2023-09-15,2023-09-21,3,0,3,0,68,0,0
Lassen,68,2023-09-22,2023-09-28,7,0,7,0,68,2,0
Lassen,69,2023-09-29,2023-10-05,9,0,9,0,68,0,0
Lassen,70,2023-10-06,2023-10-12,5,0,5,0,68,0,0
Lassen,71,2023-10-13,2023-10-19,3,0,3,0,68,0,0
Lassen,72,2023-10-20,2023-10-26,0,0,0,0,68,1,0
Lassen,73,2023-10-27,2023-11-02,3,0,3,0,68,0,0
Lassen,74,2023-11-03,2023-11-09,8,0,8,0,68,0,0
Lassen,75,2023-11-10,2023-11-16,5,0,5,0,68,0,0
Lassen,76,2023-11-17,2023-11-23,4,0,4,0,68,0,0
Lassen,77,2023-11-24,2023-11-30,4,0,4,0,68,0,0
Lassen,78,2023-12-01,2023-12-07,6,0,6,0,68,0,0
Lassen,79,2023-12-08,2023-12-14,3,0,3,0,68,0,0
Lassen,80,2023-12-15,2023-12-21,NA,NA,NA,NA,NA,0,0
Lassen,81,2023-12-22,2023-12-28,NA,NA,NA,NA,NA,0,0
Lassen,82,2023-12-29,2024-01-04,NA,NA,NA,NA,NA,1,0
Lassen,83,2024-01-05,2024-01-11,NA,NA,NA,NA,NA,0,0
Lassen,84,2024-01-12,2024-01-18,NA,NA,NA,NA,NA,0,0
Lassen,85,2024-01-19,2024-01-25,NA,NA,NA,NA,NA,1,0
Lassen,86,2024-01-26,2024-02-01,NA,NA,NA,NA,NA,0,0
Lassen,87,2024-02-02,2024-02-08,NA,NA,NA,NA,NA,0,0
Lassen,88,2024-02-09,2024-02-15,NA,NA,NA,NA,NA,0,0
Lassen,89,2024-02-16,2024-02-22,NA,NA,NA,NA,NA,0,0
Lassen,90,2024-02-23,2024-02-29,NA,NA,NA,NA,NA,0,0
Lassen,91,2024-03-02,2024-03-07,NA,NA,NA,NA,NA,0,0
Lassen,92,2024-03-09,2024-03-14,NA,NA,NA,NA,NA,0,0
Lassen,93,2024-03-15,2024-03-21,NA,NA,NA,NA,NA,0,0
Los Angeles,1,2022-06-10,2022-06-16,27820,56,27820,56,32179,612,69
Los Angeles,2,2022-06-17,2022-06-23,29344,65,29344,65,32244,741,67
Los Angeles,3,2022-06-24,2022-06-30,35359,69,35359,69,32313,791,82
Los Angeles,4,2022-07-01,2022-07-07,36375,95,36375,95,32408,1021,99
Los Angeles,5,2022-07-08,2022-07-14,42117,96,42117,96,32504,1223,120
Los Angeles,6,2022-07-15,2022-07-21,39840,121,39840,121,32625,1247,120
Los Angeles,7,2022-07-22,2022-07-28,34189,136,34189,136,32761,1239,138
Los Angeles,8,2022-07-29,2022-08-04,27833,133,27833,133,32894,1206,126
Los Angeles,9,2022-08-05,2022-08-11,23322,114,23322,114,33008,1065,120
Los Angeles,10,2022-08-12,2022-08-18,19880,123,19880,123,33131,940,91
Los Angeles,11,2022-08-19,2022-08-25,17170,102,17170,102,33233,821,89
Los Angeles,12,2022-08-26,2022-09-01,13777,81,13777,81,33314,788,91
Los Angeles,13,2022-09-02,2022-09-08,10383,101,10383,101,33415,765,106
Los Angeles,14,2022-09-09,2022-09-15,9311,73,9311,73,33488,669,92
Los Angeles,15,2022-09-16,2022-09-22,8161,63,8161,63,33551,568,71
Los Angeles,16,2022-09-23,2022-09-29,7514,61,7514,61,33612,496,64
Los Angeles,17,2022-09-30,2022-10-06,6280,55,6280,55,33667,500,63
Los Angeles,18,2022-10-07,2022-10-13,5460,55,5460,55,33722,446,55
Los Angeles,19,2022-10-14,2022-10-20,5173,40,5173,40,33762,389,59
Los Angeles,20,2022-10-21,2022-10-27,5630,53,5630,53,33815,407,42
Los Angeles,21,2022-10-28,2022-11-03,7093,41,7093,41,33856,453,44
Los Angeles,22,2022-11-04,2022-11-10,8701,53,8701,53,33909,502,51
Los Angeles,23,2022-11-11,2022-11-17,10662,63,10662,63,33972,666,74
Los Angeles,24,2022-11-18,2022-11-24,14141,68,14141,68,34040,870,102
Los Angeles,25,2022-11-25,2022-12-01,24404,95,24405,95,34135,1171,131
Los Angeles,26,2022-12-02,2022-12-08,19410,136,19411,136,34271,1308,137
Los Angeles,27,2022-12-09,2022-12-15,16718,153,16719,153,34424,1261,134
Los Angeles,28,2022-12-16,2022-12-22,14860,144,14861,144,34568,1201,146
Los Angeles,29,2022-12-23,2022-12-29,13961,164,13962,164,34732,1249,142
Los Angeles,30,2022-12-30,2023-01-05,11338,125,11339,125,34857,1212,139
Los Angeles,31,2023-01-06,2023-01-12,8010,83,8010,83,34940,1053,137
Los Angeles,32,2023-01-13,2023-01-19,5667,85,5667,85,35025,844,92
Los Angeles,33,2023-01-20,2023-01-26,5482,56,5482,56,35081,722,84
