county,date,quantile,hosp_census_with_covid,icu,Rt
Alpine,2023-07-27,0.04999999999999999,,,NA
Alpine,2023-07-27,0.95,,,1.2191375353938
Alpine,2023-08-03,0.5,,,0.9392696000095802
Alpine,2023-08-03,0.04999999999999999,,,NA
Alpine,2023-08-03,0.95,,,1.2247982076011927
Alpine,2023-08-10,0.5,,,0.9424418362086806
Alpine,2023-08-10,0.04999999999999999,,,NA
Alpine,2023-08-10,0.95,,,1.2233365245387255
Alpine,2023-08-17,0.5,,,0.940170534727084
Alpine,2023-08-17,0.04999999999999999,,,NA
Alpine,2023-08-17,0.95,,,1.2024998367367368
Alpine,2023-08-24,0.5,,,0.9359802436477224
Alpine,2023-08-24,0.04999999999999999,,,NA
Alpine,2023-08-24,0.95,,,1.1962443113310612
Alpine,2023-08-31,0.5,,,0.9383841032293556
Alpine,2023-08-31,0.04999999999999999,,,NA
Alpine,2023-08-31,0.95,,,1.21352260930432
Alpine,2023-09-07,0.5,,,0.9367397513950436
